name,nama,jenjang,nomor,uraian,pmp2016,pmp2017,pmp2018,pmp2019,pmp2020
20222181,SMP NEGERI 14 KOTA CIREBON,SMP,1.,Standar Kompetensi Lulusan,0.777774,0.0,6.051218,6.999998,6.207800
20222181,SMP NEGERI 14 KOTA CIREBON,SMP,1.1.,Lulusan memiliki kompetensi pada dimensi sikap,0.000000,0.0,6.876032,6.999999,6.428000
20222181,SMP NEGERI 14 KOTA CIREBON,SMP,1.1.1.,Memiliki perilaku yang mencerminkan sikap beriman dan bertakwa,0.000000,0.0,6.825875,7.000000,7.000000
20222181,SMP NEGERI 14 KOTA CIREBON,SMP,1.1.2.,Memiliki perilaku yang mencerminkan sikap berkarakter,0.000000,0.0,6.860700,7.000000,7.000000
20222181,SMP NEGERI 14 KOTA CIREBON,SMP,1.1.3.,Memiliki perilaku yang mencerminkan sikap disiplin,0.000000,0.0,6.942250,7.000000,7.000000
